ITEM,CÓDIGO,DESCRIÇÃO,FONTE,UND,QUANTIDADE,"PREÇO UNITÁRIO R$","PREÇO TOTAL R$"
14.1.34,86883,SIFÃO DO TIPO FLEXÍVEL EM PVC 1 X 1.1/2 - FORNECIMENTO E INSTALAÇÃO. AF_01/2020,SINAPI,UN,"2,00","R$ 11,78","R$ 23,56"
14.2,UNIDADE DE TRATAMENTO,,,,,,"R$ 29.491,38"
14.2.1,98087,"TANQUE SÉPTICO RETANGULAR, EM ALVENARIA COM BLOCOS DE CONCRETO, DIMENSÕES INTERNAS: 1,6 X 4,6 X H=2,4 M, VOLUME ÚTIL: 14720 L (PARA 105 CONTRIBUINTES). AF_12/2020",SINAPI,UN,"1,00","R$ 12.530,03","R$ 12.530,03"
14.2.2,98065,"SUMIDOURO CIRCULAR, EM CONCRETO PRÉ-MOLDADO, DIÂMETRO INTERNO = 2,88 M, ALTURA INTERNA = 3,0 M, ÁREA DE INFILTRAÇÃO: 31,4 M² (PARA 12 CONTRIBUINTES). AF_12/2020_PA",SINAPI,UN,"1,00","R$ 7.802,15","R$ 7.802,15"
14.2.3,98090,"FILTRO ANAERÓBIO RETANGULAR, EM ALVENARIA COM BLOCOS DE CONCRETO, DIMENSÕES INTERNAS: 1,4 X 3,0 X H=1,67 M, VOLUME ÚTIL: 5040 L (PARA 32 CONTRIBUINTES). AF_12/2020",SINAPI,UN,"1,00","R$ 9.159,20","R$ 9.159,20"
14.3,VENTILAÇÃO,,,,,,"R$ 12.236,22"
14.3.1,89712,"TUBO PVC, SERIE NORMAL, ESGOTO PREDIAL, DN 50 MM, FORNECIDO E INSTALADO EM RAMAL DE DESCARGA OU RAMAL DE ESGOTO SANITÁRIO. AF_08/2022",SINAPI,M,"179,40","R$ 29,47","R$ 5.286,92"
14.3.2,89511,"TUBO PVC, SÉRIE R, ÁGUA PLUVIAL, DN 75 MM, FORNECIDO E INSTALADO EM RAMAL DE ENCAMINHAMENTO. AF_06/2022",SINAPI,M,"37,10","R$ 41,66","R$ 1.545,59"
14.3.3,89732,"JOELHO 45 GRAUS, PVC, SERIE NORMAL, ESGOTO PREDIAL, DN 50 MM, JUNTA ELÁSTICA, FORNECIDO E INSTALADO EM RAMAL DE DESCARGA OU RAMAL DE ESGOTO SANITÁRIO. AF_08/2022",SINAPI,UN,"36,00","R$ 16,42","R$ 591,12"
14.3.4,89739,"JOELHO 45 GRAUS, PVC, SERIE NORMAL, ESGOTO PREDIAL, DN 75 MM, JUNTA ELÁSTICA, FORNECIDO E INSTALADO EM RAMAL DE DESCARGA OU RAMAL DE ESGOTO SANITÁRIO. AF_08/2022",SINAPI,UN,"2,00","R$ 24,61","R$ 49,22"
14.3.5,89731,"JOELHO 90 GRAUS, PVC, SERIE NORMAL, ESGOTO PREDIAL, DN 50 MM, JUNTA ELÁSTICA, FORNECIDO E INSTALADO EM RAMAL DE DESCARGA OU RAMAL DE ESGOTO SANITÁRIO. AF_08/2022",SINAPI,UN,"80,00","R$ 15,64","R$ 1.251,20"
14.3.6,89737,"JOELHO 90 GRAUS, PVC, SERIE NORMAL, ESGOTO PREDIAL, DN 75 MM, JUNTA ELÁSTICA, FORNECIDO E INSTALADO EM RAMAL DE DESCARGA OU RAMAL DE ESGOTO SANITÁRIO. AF_08/2022",SINAPI,UN,"9,00","R$ 23,57","R$ 212,13"
14.3.7,FNDE 212,"JUNÇÃO SIMPLES, PVC, SERIE R, ÁGUA PLUVIAL, DN 75 X 50 MM, JUNTA ELÁSTICA, FORNECIDO E INSTALADO EM CONDUTORES VERTICAIS DE ÁGUAS PLUVIAIS",PRÓPRIA,UN,"2,00","R$ 63,33","R$ 126,66"
14.3.8,89813,"LUVA SIMPLES, PVC, SERIE NORMAL, ESGOTO PREDIAL, DN 50 MM, JUNTA ELÁSTICA, FORNECIDO E INSTALADO EM PRUMADA DE ESGOTO SANITÁRIO OU VENTILAÇÃO. AF_08/2022",SINAPI,UN,"1,00","R$ 6,19","R$ 6,19"
14.3.9,89549,"REDUÇÃO EXCÊNTRICA, PVC, SERIE R, ÁGUA PLUVIAL, DN 75 X 50 MM, JUNTA ELÁSTICA, FORNECIDO E INSTALADO EM RAMAL DE ENCAMINHAMENTO. AF_06/2022",SINAPI,UN,"6,00","R$ 19,46","R$ 116,76"
14.3.10,104348,"TERMINAL DE VENTILAÇÃO, PVC, SÉRIE NORMAL, ESGOTO PREDIAL, DN 50 MM, JUNTA SOLDÁVEL, FORNECIDO E INSTALADO EM PRUMADA DE ESGOTO SANITÁRIO OU VENTILAÇÃO. AF_08/2022",SINAPI,UN,"4,00","R$ 11,76","R$ 47,04"
14.3.11,104351,"TERMINAL DE VENTILAÇÃO, PVC, SÉRIE NORMAL, ESGOTO PREDIAL, DN 75 MM, JUNTA SOLDÁVEL, FORNECIDO E INSTALADO EM PRUMADA DE ESGOTO SANITÁRIO OU VENTILAÇÃO. AF_08/2022",SINAPI,UN,"4,00","R$ 24,35","R$ 97,40"
14.3.12,FNDE 214,"TÊ, PVC, SERIE R, ÁGUA PLUVIAL, DN 100 X 50 MM, JUNTA ELÁSTICA, FORNECIDO E INSTALADO EM CONDUTORES VERTICAIS DE ÁGUAS PLUVIAIS",PRÓPRIA,UN,"6,00","R$ 87,46","R$ 524,76"
14.3.13,89696,"TÊ, PVC, SERIE R, ÁGUA PLUVIAL, DN 100 X 75 MM, JUNTA ELÁSTICA, FORNECIDO E INSTALADO EM CONDUTORES VERTICAIS DE ÁGUAS PLUVIAIS. AF_06/2022",SINAPI,UN,"2,00","R$ 87,43","R$ 174,86"
14.3.14,89784,"TE, PVC, SERIE NORMAL, ESGOTO PREDIAL, DN 50 X 50 MM, JUNTA ELÁSTICA, FORNECIDO E INSTALADO EM RAMAL DE DESCARGA OU RAMAL DE ESGOTO SANITÁRIO. AF_08/2022",SINAPI,UN,"57,00","R$ 25,31","R$ 1.442,67"
14.3.15,89687,"TÊ, PVC, SERIE R, ÁGUA PLUVIAL, DN 75 X 75 MM, JUNTA ELÁSTICA, FORNECIDO E INSTALADO EM CONDUTORES VERTICAIS DE ÁGUAS PLUVIAIS. AF_06/2022",SINAPI,UN,"5,00","R$ 54,55","R$ 272,75"
14.3.16,FNDE 228,"TÊ, PVC, SERIE R, ÁGUA PLUVIAL, DN 75 X 50 MM, JUNTA ELÁSTICA, FORNECIDO E INSTALADO EM CONDUTORES VERTICAIS DE ÁGUAS PLUVIAIS",PRÓPRIA,UN,"9,00","R$ 54,55","R$ 490,95"
15,"LOUÇAS, ACESSÓRIOS E METAIS",,,,,,"R$ 52.415,86"
15.1,95470,"VASO SANITARIO SIFONADO CONVENCIONAL COM LOUÇA BRANCA, INCLUSO CONJUNTO DE LIGAÇÃO PARA BACIA SANITÁRIA AJUSTÁVEL - FORNECIMENTO E INSTALAÇÃO. AF_01/2020",SINAPI,UN,"13,00","R$ 309,46","R$ 4.022,98"
15.2,FNDE 215,"VÁLVULA DE DESCARGA METÁLICA, DUPLO ACIONAMENTO ECO, BASE 1 1/2"", ACABAMENTO METALICO CROMADO - FORNECIMENTO E INSTALAÇÃO",PRÓPRIA,UN,"13,00","R$ 421,00","R$ 5.473,00"
15.3,100849,ASSENTO SANITÁRIO CONVENCIONAL - FORNECIMENTO E INSTALACAO. AF_01/2020,SINAPI,UN,"13,00","R$ 50,74","R$ 659,62"
15.4,100858,MICTÓRIO SIFONADO LOUÇA BRANCA - PADRÃO MÉDIO - FORNECIMENTO E INSTALAÇÃO. AF_01/2020,SINAPI,UN,"3,00","R$ 757,63","R$ 2.272,89"
15.5,FNDE 117,"SIFÃO PARA MICTÓRIO, DECA 1681, 1 X 2"", ACABAMENTO CROMODADO E SIMILAR",PRÓPRIA,UN,"3,00","R$ 492,35","R$ 1.477,05"
15.6,86937,"CUBA DE EMBUTIR OVAL EM LOUÇA BRANCA, 35 X 50CM OU EQUIVALENTE, INCLUSO VÁLVULA EM METAL CROMADO E SIFÃO FLEXÍVEL EM PVC - FORNECIMENTO E INSTALAÇÃO. AF_01/2020",SINAPI,UN,"15,00","R$ 210,30","R$ 3.154,50"
15.7,FNDE 216,"CUBA DE EMBUTIR RETANGULAR DE AÇO INOXIDÁVEL, 40 X 34 X 14 CM - FORNECIMENTO E INSTALAÇÃO",PRÓPRIA,UN,"10,00","R$ 212,89","R$ 2.128,90"
15.8,FNDE 217,"CUBA DE EMBUTIR RETANGULAR DE AÇO INOXIDÁVEL, 50 X 40 X 20 CM - FORNECIMENTO E INSTALAÇÃO",PRÓPRIA,UN,"2,00","R$ 212,89","R$ 425,78"
15.9,FNDE 218,"CUBA DE EMBUTIR RETANGULAR DE AÇO INOXIDÁVEL, 60 X 50 X 40 CM - FORNECIMENTO E INSTALAÇÃO",PRÓPRIA,UN,"3,00","R$ 212,89","R$ 638,67"
15.10,FNDE 219,"LAVATÓRIO DE CANTO, LOUÇA BRANCA SUSPENSO, 29,5 X 39CM OU EQUIVALENTE, PADRÃO POPULAR - FORNECIMENTO E INSTALAÇÃO",PRÓPRIA,UN,"4,00","R$ 149,00","R$ 596,00"
15.11,86904,"LAVATÓRIO LOUÇA BRANCA SUSPENSO, 29,5 X 39CM OU EQUIVALENTE, PADRÃO POPULAR - FORNECIMENTO E INSTALAÇÃO. AF_01/2020",SINAPI,UN,"1,00","R$ 148,97","R$ 148,97"
15.12,FNDE 82,"LAVATÓRIO SOBREPOR, DECA OU EQUIVALENTE",PRÓPRIA,UN,"2,00","R$ 539,95","R$ 1.079,90"
15.13,FNDE 220,"TANQUE DE LOUÇA BRANCA COM COLUNA, 40L OU EQUIVALENTE - FORNECIMENTO E INSTALAÇÃO",PRÓPRIA,UN,"2,00","R$ 720,26","R$ 1.440,52"
15.14,100860,"CHUVEIRO ELÉTRICO COMUM CORPO PLÁSTICO, TIPO DUCHA - FORNECIMENTO E INSTALAÇÃO. AF_01/2020",SINAPI,UN,"10,00","R$ 95,99","R$ 959,90"
15.15,FNDE 221,"PORTA PAPEL HIGIÊNICO, CONFORME PROJETO",PRÓPRIA,UN,"2,00","R$ 46,07","R$ 92,14"
15.16,FNDE 16,PAPELEIRA PLASTICA TIPO DISPENSER PARA PAPEL HIGIENICO ROLAO,PRÓPRIA,UN,"11,00","R$ 39,44","R$ 433,84"
15.17,FNDE 17,"DUCHA / CHUVEIRO METALICO, DE PAREDE, ARTICULAVEL, COM DESVIADOR E DUCHA MANUAL",PRÓPRIA,UN,"6,00","R$ 188,00","R$ 1.128,00"
15.18,FNDE 14,"TORNEIRA ELETRICA DE PAREDE, BICA ALTA, PARA COZINHA, 5500 W (110/220 V)",PRÓPRIA,UN,"2,00","R$ 199,44","R$ 398,88"
15.19,FNDE 222,"TORNEIRA DE MESA BICA MÓVEL, CONFORME PROJETO",PRÓPRIA,UN,"9,00","R$ 140,37","R$ 1.263,33"
15.20,FNDE 223,"TORNEIRA DE PAREDE, CONFORME PROJETO",PRÓPRIA,UN,"6,00","R$ 125,56","R$ 753,36"
15.21,FNDE 224,"TORNEIRA CROMADA DE MESA, 1/2 OU 3/4 , PARA LAVATÓRIO, COM TEMPORIZADOR - FORNECIMENTO E INSTALAÇÃO.",PRÓPRIA,UN,"15,00","R$ 140,37","R$ 2.105,55"
15.22,FNDE 225,"TORNEIRA CROMADA DE MESA PARA LAVATORIO, TIPO MONOCOMANDO - ACIONAMENTO TIPO ALAVANCA",PRÓPRIA,UN,"16,00","R$ 338,39","R$ 5.414,24"
15.23,95547,"SABONETEIRA PLASTICA TIPO DISPENSER PARA SABONETE LIQUIDO COM RESERVATORIO 800 A 1500 ML, INCLUSO FIXAÇÃO. AF_01/2020",SINAPI,UN,"10,00","R$ 49,93","R$ 499,30"
15.24,FNDE 15,TOALHEIRO PLASTICO TIPO DISPENSER PARA PAPEL TOALHA INTERFOLHADO,PRÓPRIA,UN,"10,00","R$ 66,76","R$ 667,60"
15.25,FNDE 34,CABIDE/GANCHO DE BANHEIRO SIMPLES EM METAL CROMADO,PRÓPRIA,UN,"12,00","R$ 49,85","R$ 598,20"
15.26,86877,"VÁLVULA EM METAL CROMADO 1.1/2"" X 1.1/2"" PARA TANQUE OU LAVATÓRIO, COM OU SEM LADRÃO - FORNECIMENTO E INSTALAÇÃO. AF_01/2020",SINAPI,UN,"12,00","R$ 52,53","R$ 630,36"
15.27,86878,"VÁLVULA EM METAL CROMADO TIPO AMERICANA 3.1/2"" X 1.1/2"" PARA PIA - FORNECIMENTO E INSTALAÇÃO. AF_01/2020",SINAPI,UN,"0,00","R$ 56,44","R$ 0,00"
15.28,86883,SIFÃO DO TIPO FLEXÍVEL EM PVC 1 X 1.1/2 - FORNECIMENTO E INSTALAÇÃO. AF_01/2020,SINAPI,UN,"0,00","R$ 11,78","R$ 0,00"
15.29,86887,"ENGATE FLEXÍVEL EM INOX, 1/2 X 40CM - FORNECIMENTO E INSTALAÇÃO. AF_01/2020",SINAPI,UN,"0,00","R$ 42,37","R$ 0,00"
15.30,100868,"BARRA DE APOIO RETA, EM ACO INOX POLIDO, COMPRIMENTO 80 CM, FIXADA NA PAREDE - FORNECIMENTO E INSTALAÇÃO. AF_01/2020",SINAPI,UN,"10,00","R$ 334,41","R$ 3.344,10"
15.31,100867,"BARRA DE APOIO RETA, EM ACO INOX POLIDO, COMPRIMENTO 70 CM, FIXADA NA PAREDE - FORNECIMENTO E INSTALAÇÃO. AF_01/2020",SINAPI,UN,"12,00","R$ 323,05","R$ 3.876,60"
15.32,FNDE 226,"BARRA DE APOIO RETA, EM ACO INOX POLIDO, COMPRIMENTO 40CM, FIXADA NA PAREDE - FORNECIMENTO E INSTALAÇÃO",PRÓPRIA,UN,"12,00","R$ 306,00","R$ 3.672,00"
15.33,100865,"BARRA DE APOIO LATERAL ARTICULADA, COM TRAVA, EM ACO INOX POLIDO, FIXADA NA PAREDE - FORNECIMENTO E INSTALAÇÃO. AF_01/2020",SINAPI,UN,"2,00","R$ 536,32","R$ 1.072,64"
15.34,100875,"BANCO ARTICULADO, EM ACO INOX, PARA PCD, FIXADO NA PAREDE - FORNECIMENTO E INSTALAÇÃO. AF_01/2020",SINAPI,UN,"2,00","R$ 993,52","R$ 1.987,04"
16,INSTALAÇÃO DE GÁS COMBUSTÍVEL,,,,,,"R$ 3.268,80"
16.1,92688,"TUBO DE AÇO GALVANIZADO COM COSTURA, CLASSE MÉDIA, CONEXÃO ROSQUEADA, DN 20 (3/4""), INSTALADO EM RAMAIS E SUB-RAMAIS DE GÁS - FORNECIMENTO E INSTALAÇÃO. AF_10/2020",SINAPI,M,"35,20","R$ 41,99","R$ 1.478,05"
16.2,97549,"CURVA 90 GRAUS, EM AÇO, CONEXÃO SOLDADA, DN 20 (3/4""), INSTALADO EM RAMAIS E SUB-RAMAIS DE GÁS - FORNECIMENTO E INSTALAÇÃO. AF_10/2020",SINAPI,UN,"6,00","R$ 52,63","R$ 315,78"
16.3,92705,"TÊ, EM FERRO GALVANIZADO, CONEXÃO ROSQUEADA, DN 20 (3/4""), INSTALADO EM RAMAIS E SUB-RAMAIS DE GÁS - FORNECIMENTO E INSTALAÇÃO. AF_10/2020",SINAPI,UN,"4,00","R$ 47,77","R$ 191,08"
16.4,93074,"CURVA EM COBRE, DN 15 MM, 45 GRAUS, SEM ANEL DE SOLDA, BOLSA X BOLSA, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE HIDRÁULICA PREDIAL - FORNECIMENTO E INSTALAÇÃO. AF_04/2022",SINAPI,UN,"2,00","R$ 18,40","R$ 36,80"
16.5,FNDE 301,"CAP OU TAMPAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 3/4""",PRÓPRIA,UN,"1,00","R$ 16,28","R$ 16,28"
16.6,FNDE 29,REGULADOR DE ALTA PRESSÃO GLP,PRÓPRIA,UN,"1,00","R$ 642,67","R$ 642,67"
16.7,103029,REGISTRO OU REGULADOR DE GÁS DE COZINHA - FORNECIMENTO E INSTALAÇÃO. AF_08/2021,SINAPI,UN,"2,00","R$ 50,96","R$ 101,92"
16.8,95249,"VÁLVULA DE ESFERA BRUTA, BRONZE, ROSCÁVEL, 3/4'' - FORNECIMENTO E INSTALAÇÃO. AF_08/2021",SINAPI,UN,"4,00","R$ 69,23","R$ 276,92"
16.9,FNDE 302,"REQUADRO EM ALUMÍNIO TIPO VENEZIANA COM GUARNIÇÃO, FIXAÇÃO COM PARAFUSOS - FORNECIMENTO E INSTALAÇÃO.",PRÓPRIA,M2,"0,48","R$ 436,05","R$ 209,30"
17,SISTEMA DE PROTEÇÃO CONTRA INCÊNDIO,,,,,,"R$ 110.595,25"
17.1,EXTINTORES,,,,,,"R$ 7.074,56"
17.1.1,101909,"EXTINTOR DE INCÊNDIO PORTÁTIL COM CARGA DE PQS DE 6 KG, CLASSE BC - FORNECIMENTO E INSTALAÇÃO. AF_10/2020_PE",SINAPI,UN,"22,00","R$ 256,44","R$ 5.641,68"
17.1.2,101907,"EXTINTOR DE INCÊNDIO PORTÁTIL COM CARGA DE CO2 DE 6 KG, CLASSE BC - FORNECIMENTO E INSTALAÇÃO. AF_10/2020_PE",SINAPI,UN,"2,00","R$ 716,44","R$ 1.432,88"
17.2,TUBULAÇÕES E CONEXÕES,,,,,,"R$ 42.333,70"
17.2.1,94473,"COTOVELO 90 GRAUS, EM FERRO GALVANIZADO, CONEXÃO ROSQUEADA, DN 65 MM (2 1/2""), INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024",SINAPI,UN,"43,00","R$ 132,10","R$ 5.680,30"
17.2.2,97488,"CURVA 90 GRAUS, EM AÇO, CONEXÃO SOLDADA, DN 65 (2 1/2""), INSTALADO EM REDE DE ALIMENTAÇÃO PARA HIDRANTE - FORNECIMENTO E INSTALAÇÃO. AF_10/2020",SINAPI,UN,"1,00","R$ 311,34","R$ 311,34"
17.2.3,92377,"NIPLE, EM FERRO GALVANIZADO, DN 65 (2 1/2""), CONEXÃO ROSQUEADA, INSTALADO EM REDE DE ALIMENTAÇÃO PARA HIDRANTE - FORNECIMENTO E INSTALAÇÃO. AF_10/2020",SINAPI,UN,"11,00","R$ 101,00","R$ 1.111,00"
17.2.4,92367,"TUBO DE AÇO GALVANIZADO COM COSTURA, CLASSE MÉDIA, DN 65 (2 1/2""), CONEXÃO ROSQUEADA, INSTALADO EM REDE DE ALIMENTAÇÃO PARA HIDRANTE - FORNECIMENTO E INSTALAÇÃO. AF_10/2020",SINAPI,M,"272,31","R$ 113,65","R$ 30.948,03"
17.2.5,92642,"TÊ, EM FERRO GALVANIZADO, CONEXÃO ROSQUEADA, DN 65 (2 1/2""), INSTALADO EM REDE DE ALIMENTAÇÃO PARA HIDRANTE - FORNECIMENTO E INSTALAÇÃO. AF_10/2020",SINAPI,UN,"13,00","R$ 222,12","R$ 2.887,56"
17.2.6,92896,"UNIÃO, EM FERRO GALVANIZADO, DN 65 (2 1/2""), CONEXÃO ROSQUEADA, INSTALADO EM REDE DE ALIMENTAÇÃO PARA HIDRANTE - FORNECIMENTO E INSTALAÇÃO. AF_10/2020",SINAPI,UN,"6,00","R$ 229,06","R$ 1.374,36"
17.2.7,94703,"ADAPTADOR COM FLANGE E ANEL DE VEDAÇÃO, PVC, SOLDÁVEL, DN 25 MM X 3/4"", INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024",SINAPI,UN,"1,00","R$ 21,11","R$ 21,11"
17.3,ACESSÓRIOS,,,,,,"R$ 34.822,76"
17.3.1,94499,"REGISTRO DE GAVETA BRUTO, LATÃO, ROSCÁVEL, 2 1/2"" - FORNECIMENTO E INSTALAÇÃO. AF_08/2021",SINAPI,UN,"5,00","R$ 326,90","R$ 1.634,50"
17.3.2,99624,"VÁLVULA DE RETENÇÃO HORIZONTAL, DE BRONZE, ROSCÁVEL, 2 1/2"" - FORNECIMENTO E INSTALAÇÃO. AF_08/2021",SINAPI,UN,"2,00","R$ 558,19","R$ 1.116,38"
17.3.3,99624,"VÁLVULA DE RETENÇÃO HORIZONTAL, DE BRONZE, ROSCÁVEL, 2 1/2"" - FORNECIMENTO E INSTALAÇÃO. AF_08/2021",SINAPI,UN,"1,00","R$ 558,19","R$ 558,19"
17.3.4,FNDE 242,"BOMBA CENTRÍFUGA, TRIFÁSICA, 6 CV, HM 30 A 40 M, Q 26,36 M3/H - FORNECIMENTO E INSTALAÇÃO.",PRÓPRIA,UN,"2,00","R$ 5.327,64","R$ 10.655,28"
17.3.5,101917,"MANÔMETRO 0 A 200 PSI (0 A 14 KGF/CM2), D = 50MM - FORNECIMENTO E INSTALAÇÃO. AF_10/2020",SINAPI,UN,"1,00","R$ 168,74","R$ 168,74"
17.3.6,FNDE 67,CENTRAL ALARME ENDEREÇAVEL,PRÓPRIA,UN,"1,00","R$ 4.042,95","R$ 4.042,95"
17.3.7,FNDE 94,"ELETRODUTO EM ACO ZINCADO OU GALVANIZADO DN=3/4"", APARENTE - FORNECIMENTO E INSTALAÇÃO.",PRÓPRIA,M,"456,00","R$ 31,37","R$ 14.304,72"
17.3.8,91924,"CABO DE COBRE FLEXÍVEL ISOLADO, 1,5 MM², ANTI-CHAMA 450/750 V, PARA CIRCUITOS TERMINAIS - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",SINAPI,M,"228,00","R$ 3,55","R$ 809,40"
17.3.9,91926,"CABO DE COBRE FLEXÍVEL ISOLADO, 2,5 MM², ANTI-CHAMA 450/750 V, PARA CIRCUITOS TERMINAIS - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",SINAPI,M,"228,00","R$ 5,18","R$ 1.181,04"
17.3.10,91940,"CAIXA RETANGULAR 4"" X 2"" MÉDIA (1,30 M DO PISO), PVC, INSTALADA EM PAREDE - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",SINAPI,UN,"7,00","R$ 19,97","R$ 139,79"
17.3.11,91943,"CAIXA RETANGULAR 4"" X 4"" MÉDIA (1,30 M DO PISO), PVC, INSTALADA EM PAREDE - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",SINAPI,UN,"9,00","R$ 23,53","R$ 211,77"
17.4,HIDRANTES,,,,,,"R$ 16.501,62"
17.4.1,96765,"ABRIGO PARA HIDRANTE, 90X60X17CM, COM REGISTRO GLOBO ANGULAR 45 GRAUS 2 1/2"", ADAPTADOR STORZ 2 1/2"", MANGUEIRA DE INCÊNDIO 20M, REDUÇÃO 2 1/2"" X 1 1/2"" E ESGUICHO EM LATÃO 1 1/2"" - FORNECIMENTO E INSTALAÇÃO. AF_10/2020",SINAPI,UN,"9,00","R$ 1.389,27","R$ 12.503,43"
17.4.2,101798,"TAMPA PARA CAIXA TIPO R1, EM FERRO FUNDIDO, DIMENSÕES INTERNAS: 0,40 X 0,60 M - FORNECIMENTO E INSTALAÇÃO. AF_12/2020",SINAPI,UN,"1,00","R$ 261,41","R$ 261,41"
17.4.3,94499,"REGISTRO DE GAVETA BRUTO, LATÃO, ROSCÁVEL, 2 1/2"" - FORNECIMENTO E INSTALAÇÃO. AF_08/2021",SINAPI,UN,"1,00","R$ 326,90","R$ 326,90"
17.4.4,101916,"HIDRANTE SUBTERRÂNEO PREDIAL (COM CURVA LONGA E CAIXA), DN 75 MM - FORNECIMENTO E INSTALAÇÃO. AF_10/2020",SINAPI,UN,"1,00","R$ 3.409,88","R$ 3.409,88"
17.5,SINALIZAÇÕES,,,,,,"R$ 9.862,61"
17.5.1,97599,"LUMINÁRIA DE EMERGÊNCIA, COM 30 LÂMPADAS LED DE 2 W, SEM REATOR - FORNECIMENTO E INSTALAÇÃO. AF_09/2024",SINAPI,UN,"69,00","R$ 19,49","R$ 1.344,81"
17.5.2,FNDE 303,SINALIZAÇÃO COM PLACA INDICATIVA FIXADA NA ESTRUTURA.,PRÓPRIA,UN,"110,00","R$ 55,00","R$ 6.050,00"
17.5.3,102520,"PINTURA DE SINALIZAÇÃO VERTICAL DE SEGURANÇA, FAIXAS AMARELA E PRETA, APLICAÇÃO MANUAL, 2 DEMÃOS. AF_05/2021",SINAPI,M2,"27,00","R$ 91,40","R$ 2.467,80"
18,INSTALAÇÃO ELÉTRICA - 110V,,,,,,"R$ 524.369,51"
18.1,QUADROS,,,,,,"R$ 15.820,97"
18.1.1,101946,QUADRO DE MEDIÇÃO GERAL DE ENERGIA PARA 1 MEDIDOR DE SOBREPOR - FORNECIMENTO E INSTALAÇÃO. AF_10/2020,SINAPI,UN,"3,00","R$ 241,88","R$ 725,64"
18.1.2,FNDE 383,"QUADRO DE DISTRIBUIÇÃO DE ENERGIA EM CHAPA DE AÇO GALVANIZADO, DE EMBUTIR, COM BARRAMENTO TRIFÁSICO, PARA 46 DISJUNTORES DIN 100A - FORNECIMENTO E INSTALAÇÃO.",PRÓPRIA,UN,"4,00","R$ 931,99","R$ 3.727,96"
18.1.3,FNDE 304,"QUADRO DE DISTRIBUIÇÃO DE ENERGIA EM CHAPA DE AÇO GALVANIZADO, DE EMBUTIR, COM BARRAMENTO TRIFÁSICO, PARA 50 DISJUNTORES DIN 225A - FORNECIMENTO E INSTALAÇÃO.",PRÓPRIA,UN,"5,00","R$ 1.891,11","R$ 9.455,55"
18.1.4,101883,"QUADRO DE DISTRIBUIÇÃO DE ENERGIA EM CHAPA DE AÇO GALVANIZADO, DE EMBUTIR, COM BARRAMENTO TRIFÁSICO, PARA 18 DISJUNTORES DIN 100A - FORNECIMENTO E INSTALAÇÃO. AF_10/2020",SINAPI,UN,"2,00","R$ 466,68","R$ 933,36"
18.1.5,101879,"QUADRO DE DISTRIBUIÇÃO DE ENERGIA EM CHAPA DE AÇO GALVANIZADO, DE EMBUTIR, COM BARRAMENTO TRIFÁSICO, PARA 24 DISJUNTORES DIN 100A - FORNECIMENTO E INSTALAÇÃO. AF_10/2020",SINAPI,UN,"2,00","R$ 489,23","R$ 978,46"
18.2,DISJUNTORES,,,,,,"R$ 33.038,20"
18.2.1,93653,"DISJUNTOR MONOPOLAR TIPO DIN, CORRENTE NOMINAL DE 10A - FORNECIMENTO E INSTALAÇÃO. AF_10/2020",SINAPI,UN,"51,00","R$ 16,08","R$ 820,08"
18.2.2,93654,"DISJUNTOR MONOPOLAR TIPO DIN, CORRENTE NOMINAL DE 16A - FORNECIMENTO E INSTALAÇÃO. AF_10/2020",SINAPI,UN,"15,00","R$ 16,78","R$ 251,70"
18.2.3,93655,"DISJUNTOR MONOPOLAR TIPO DIN, CORRENTE NOMINAL DE 20A - FORNECIMENTO E INSTALAÇÃO. AF_10/2020",SINAPI,UN,"4,00","R$ 18,16","R$ 72,64"
18.2.4,93660,"DISJUNTOR BIPOLAR TIPO DIN, CORRENTE NOMINAL DE 10A - FORNECIMENTO E INSTALAÇÃO. AF_10/2020",SINAPI,UN,"11,00","R$ 80,85","R$ 889,35"
18.2.5,93661,"DISJUNTOR BIPOLAR TIPO DIN, CORRENTE NOMINAL DE 16A - FORNECIMENTO E INSTALAÇÃO. AF_10/2020",SINAPI,UN,"26,00","R$ 82,27","R$ 2.139,02"
18.2.6,93662,"DISJUNTOR BIPOLAR TIPO DIN, CORRENTE NOMINAL DE 20A - FORNECIMENTO E INSTALAÇÃO. AF_10/2020",SINAPI,UN,"1,00","R$ 85,03","R$ 85,03"
18.2.7,93665,"DISJUNTOR BIPOLAR TIPO DIN, CORRENTE NOMINAL DE 40A - FORNECIMENTO E INSTALAÇÃO. AF_10/2020",SINAPI,UN,"1,00","R$ 92,49","R$ 92,49"
18.2.8,93663,"DISJUNTOR BIPOLAR TIPO DIN, CORRENTE NOMINAL DE 25A - FORNECIMENTO E INSTALAÇÃO. AF_10/2020",SINAPI,UN,"12,00","R$ 85,03","R$ 1.020,36"
